OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087495,,None,Potassium,Dissolved,2.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087495/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:52.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087535,,as Ca,Calcium,Total,65,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087535/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087537,,as Mg,Magnesium,Dissolved,27,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087537/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087543,,as Ca,Calcium,Dissolved,63,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087543/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087488,,None,Potassium,Total,2.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087488/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:52.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087536,,as Na,Sodium,Total,20,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087536/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087514,,as Mg,Magnesium,Total,27,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087514/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24958.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:25:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2675,111240,"Use same flow from site 008.77 - no inflow from anywhere else between sites, Dark canyon not flowing. Moss, no fish, cattail, castcading waterfalls to small shallow pools. Significantly more iron oxide deposits and staining on REW than below site.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7491667000,-110.4988778000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087517,,as Na,Sodium,Dissolved,19,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24958.CHEM/results/850087517/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:53.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087409,,None,Potassium,Total,2.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087409/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:51.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087459,,as Ca,Calcium,Total,65,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087459/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:52.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087460,,as Na,Sodium,Total,20,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087460/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:52.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087461,,as Mg,Magnesium,Dissolved,27,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087461/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:52.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087441,,as Na,Sodium,Dissolved,19,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087441/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:52.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087438,,as Mg,Magnesium,Total,27,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087438/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:51.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087416,,None,Potassium,Dissolved,2.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087416/resdetectqntlmts,Laboratory Reporting Level,.5,mg/l,,2020-07-02 15:02:51.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB24957.CHEM,Sample-Routine,Water,Surface Water,2020-02-19,10:05:00,MST,,,,,,,,,,,,9783,2020-AMBIENT MONITORING,,AZDEQ_SW-2676,111241,"Sampled below iron staining on REW. Dark Canyon not flowing at time of visit and no evidence of recent flow. Adult riaprian habitat, bedrock, no obveous staning coming from dark canyon. No fish. Algae present.--- SAMPLE TAKEN: Yes; Normal Flow",,,,32.7488444000,-110.4995194000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-850087467,,as Ca,Calcium,Dissolved,64,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,Eurofins TestAmerica - Phoenix,2020-02-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB24957.CHEM/results/850087467/resdetectqntlmts,Laboratory Reporting Level,2,mg/l,,2020-07-02 15:02:52.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672008,,,Calcium,Dissolved,65.2,mg/l,,Final,,Actual,,,,,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:02.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:20200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-856243724,,,Potassium,Dissolved,3.27,mg/l,,Final,,Actual,,,,,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2020-09-11 14:34:50.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:20200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-856243725,,,Sodium,Dissolved,58,mg/l,,Final,,Actual,,,,,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2020-09-11 14:34:50.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:20200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-856243749,,,Potassium,Total,3.27,mg/l,,Final,,Actual,,,,,,,,,,Metals in Water by ICP-AES,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2020-09-11 14:34:51.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672040,,,Potassium,Total,3.27,mg/l,,Final,,Actual,,,,,,,,,,Metals in Water by ICP-AES,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:03.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672037,,,Magnesium,Total,19.3,mg/l,,Final,,Actual,,,,,,,,,,Metals in Water by ICP-AES,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:03.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:20200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-856243750,,,Sodium,Total,52.9,mg/l,,Final,,Actual,,,,,,,,,,Metals in Water by ICP-AES,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2020-09-11 14:34:51.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672033,,,Calcium,Total,58.1,mg/l,,Final,,Actual,,,,,,,,,,Metals in Water by ICP-AES,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:03.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:20200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-856243717,,,Calcium,Dissolved,65.2,mg/l,,Final,,Actual,,,,,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2020-09-11 14:34:50.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672016,,,Sodium,Dissolved,58,mg/l,,Final,,Actual,,,,,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:03.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672015,,,Potassium,Dissolved,3.27,mg/l,,Final,,Actual,,,,,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:03.0,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-CGCLR713.70:200225:1745:SR:W,Sample-Routine,Water,,2020-02-25,17:45:00,MST,,,,,,,,,,,,Animas_SanJuan_Watershed,Animas San Juan Watershed,,USEPA_REGION8-CGCLR713.70,USGS Gage 09379910 at Lees Ferry,,,,,36.9216670000,-111.4836110000,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,,Water Bottle,STORET-922672041,,,Sodium,Total,52.9,mg/l,,Final,,Actual,,,,,,,,,,Metals in Water by ICP-AES,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,,2021-12-17 11:09:03.0,STORET
